DNA_plate	DNA_well	old_sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	PigPen	Cohort	Dysentery	date of sample	pig ID	alt_sample_name	replicate	r1_filename	r2_filename
plate_8	E12	Fe8/14317			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14317					-80C			2C		0.0	Fe8	14317	14317-170207-02	2	combined_new/plate_8_E12.r1.fastq.gz	combined_new/plate_8_E12.r2.fastq.gz
plate_7	A1	Fe8/29875			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29875					-80C			2A		0.0	Fe8	29875	29875-170207-02	2	combined_new/plate_7_A1.r1.fastq.gz	combined_new/plate_7_A1.r2.fastq.gz
plate_7	E9	Fe8/29924			Gut microflora metagenomics	2017-02-07	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29924					-80C			3A		0.0	Fe8	29924	29924-170207-02	2	combined_new/plate_7_E9.r1.fastq.gz	combined_new/plate_7_E9.r2.fastq.gz
plate_9	F10	Ja30/210080			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	210080					-80C					0.0	Ja30	210080	210080-170130-01	1	combined_new/plate_9_F10.r1.fastq.gz	combined_new/plate_9_F10.r2.fastq.gz
plate_10	B6	Ja30/210747			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	210747					-80C					0.0	Ja30	210747	210747-170130-01	1	combined_new/plate_10_B6.r1.fastq.gz	combined_new/plate_10_B6.r2.fastq.gz
plate_9	G7	Ja30/212211			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	212211					-80C					0.0	Ja30	212211	212211-170130-01	1	combined_new/plate_9_G7.r1.fastq.gz	combined_new/plate_9_G7.r2.fastq.gz
plate_10	E4	Ja30/21272			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	21272					-80C					0.0	Ja30	21272	21272-170130-01	1	combined_new/plate_10_E4.r1.fastq.gz	combined_new/plate_10_E4.r2.fastq.gz
plate_9	B1	Ja30/21508			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	21508					-80C					0.0	Ja30	21508	21508-170130-01	1	combined_new/plate_9_B1.r1.fastq.gz	combined_new/plate_9_B1.r2.fastq.gz
plate_9	F6	Ja30/21560			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	21560					-80C					0.0	Ja30	21560	21560-170130-01	1	combined_new/plate_9_F6.r1.fastq.gz	combined_new/plate_9_F6.r2.fastq.gz
plate_10	F5	Ja30/314531			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	314531					-80C					0.0	Ja30	314531	314531-170130-01	1	combined_new/plate_10_F5.r1.fastq.gz	combined_new/plate_10_F5.r2.fastq.gz
plate_10	A4	Ja30/315132			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	315132					-80C					0.0	Ja30	315132	315132-170130-01	1	combined_new/plate_10_A4.r1.fastq.gz	combined_new/plate_10_A4.r2.fastq.gz
plate_10	C1	Ja30/315286			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	315286					-80C					0.0	Ja30	315286	315286-170130-01	1	combined_new/plate_10_C1.r1.fastq.gz	combined_new/plate_10_C1.r2.fastq.gz
plate_10	G7	Ja30/315376			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	315376					-80C					0.0	Ja30	315376	315376-170130-01	1	combined_new/plate_10_G7.r1.fastq.gz	combined_new/plate_10_G7.r2.fastq.gz
plate_10	D3	Ja30/315649			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	315649					-80C					0.0	Ja30	315649	315649-170130-01	1	combined_new/plate_10_D3.r1.fastq.gz	combined_new/plate_10_D3.r2.fastq.gz
plate_9	C4	Ja30/315875			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	315875					-80C					0.0	Ja30	315875	315875-170130-01	1	combined_new/plate_9_C4.r1.fastq.gz	combined_new/plate_9_C4.r2.fastq.gz
plate_9	E2	Ja30/316703			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	316703					-80C					0.0	Ja30	316703	316703-170130-01	1	combined_new/plate_9_E2.r1.fastq.gz	combined_new/plate_9_E2.r2.fastq.gz
plate_9	G5	Ja30/316981			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	316981					-80C					0.0	Ja30	316981	316981-170130-01	1	combined_new/plate_9_G5.r1.fastq.gz	combined_new/plate_9_G5.r2.fastq.gz
plate_10	E2	Ja30/317019			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	317019					-80C					0.0	Ja30	317019	317019-170130-01	1	combined_new/plate_10_E2.r1.fastq.gz	combined_new/plate_10_E2.r2.fastq.gz
plate_10	D9	Ja30/319096			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	319096					-80C					0.0	Ja30	319096	319096-170130-01	1	combined_new/plate_10_D9.r1.fastq.gz	combined_new/plate_10_D9.r2.fastq.gz
plate_9	B8	Ja30/319427			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	319427					-80C					0.0	Ja30	319427	319427-170130-01	1	combined_new/plate_9_B8.r1.fastq.gz	combined_new/plate_9_B8.r2.fastq.gz
plate_9	E10	Ja30/32365			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	32365					-80C					0.0	Ja30	32365	32365-170130-01	1	combined_new/plate_9_E10.r1.fastq.gz	combined_new/plate_9_E10.r2.fastq.gz
plate_10	G4	Ja30/32650			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	32650					-80C					0.0	Ja30	32650	32650-170130-01	1	combined_new/plate_10_G4.r1.fastq.gz	combined_new/plate_10_G4.r2.fastq.gz
plate_10	A9	Ja30/32719			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	32719					-80C					0.0	Ja30	32719	32719-170130-01	1	combined_new/plate_10_A9.r1.fastq.gz	combined_new/plate_10_A9.r2.fastq.gz
plate_9	B4	Ja30/32771			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	32771					-80C					0.0	Ja30	32771	32771-170130-01	1	combined_new/plate_9_B4.r1.fastq.gz	combined_new/plate_9_B4.r2.fastq.gz
plate_10	C7	Ja30/32810			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	32810					-80C					0.0	Ja30	32810	32810-170130-01	1	combined_new/plate_10_C7.r1.fastq.gz	combined_new/plate_10_C7.r2.fastq.gz
plate_10	E10	Ja30/40486			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	40486					-80C					0.0	Ja30	40486	40486-170130-01	1	combined_new/plate_10_E10.r1.fastq.gz	combined_new/plate_10_E10.r2.fastq.gz
plate_9	E4	Ja30/40516			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	40516					-80C					0.0	Ja30	40516	40516-170130-01	1	combined_new/plate_9_E4.r1.fastq.gz	combined_new/plate_9_E4.r2.fastq.gz
plate_9	C8	Ja30/40519			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	40519					-80C					0.0	Ja30	40519	40519-170130-01	1	combined_new/plate_9_C8.r1.fastq.gz	combined_new/plate_9_C8.r2.fastq.gz
plate_10	A2	Ja30/408216			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	408216					-80C					0.0	Ja30	408216	408216-170130-01	1	combined_new/plate_10_A2.r1.fastq.gz	combined_new/plate_10_A2.r2.fastq.gz
plate_9	D4	Ja30/60581			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	60581					-80C					0.0	Ja30	60581	60581-170130-01	1	combined_new/plate_9_D4.r1.fastq.gz	combined_new/plate_9_D4.r2.fastq.gz
plate_9	E5	Ja30/60690			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	60690					-80C					0.0	Ja30	60690	60690-170130-01	1	combined_new/plate_9_E5.r1.fastq.gz	combined_new/plate_9_E5.r2.fastq.gz
plate_9	G3	Ja30/706402			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	706402					-80C					0.0	Ja30	706402	706402-170130-01	1	combined_new/plate_9_G3.r1.fastq.gz	combined_new/plate_9_G3.r2.fastq.gz
plate_10	E6	Ja30/910916			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	910916					-80C					0.0	Ja30	910916	910916-170130-01	1	combined_new/plate_10_E6.r1.fastq.gz	combined_new/plate_10_E6.r2.fastq.gz
plate_9	C6	Ja30/9128			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	9128					-80C					0.0	Ja30	9128	9128-170130-01	1	combined_new/plate_9_C6.r1.fastq.gz	combined_new/plate_9_C6.r2.fastq.gz
plate_10	B8	Ja30/B11439			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	B11439					-80C					0.0	Ja30	B11439	B11439-170130-01	1	combined_new/plate_10_B8.r1.fastq.gz	combined_new/plate_10_B8.r2.fastq.gz
plate_10	D8	Ja30/B11614			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	B11614					-80C					0.0	Ja30	B11614	B11614-170130-01	1	combined_new/plate_10_D8.r1.fastq.gz	combined_new/plate_10_D8.r2.fastq.gz
plate_9	D10	Ja30/B11802			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	B11802					-80C					0.0	Ja30	B11802	B11802-170130-01	1	combined_new/plate_9_D10.r1.fastq.gz	combined_new/plate_9_D10.r2.fastq.gz
plate_10	C9	Ja30/B12474			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	B12474					-80C					0.0	Ja30	B12474	B12474-170130-01	1	combined_new/plate_10_C9.r1.fastq.gz	combined_new/plate_10_C9.r2.fastq.gz
plate_10	B7	Ja30/P03694			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	P03694					-80C					0.0	Ja30	P03694	P03694-170130-01	1	combined_new/plate_10_B7.r1.fastq.gz	combined_new/plate_10_B7.r2.fastq.gz
plate_10	C5	Ja30/R03999			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	R03999					-80C					0.0	Ja30	R03999	R03999-170130-01	1	combined_new/plate_10_C5.r1.fastq.gz	combined_new/plate_10_C5.r2.fastq.gz
plate_9	F9	Ja30/T11600			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	T11600					-80C					0.0	Ja30	T11600	T11600-170130-01	1	combined_new/plate_9_F9.r1.fastq.gz	combined_new/plate_9_F9.r2.fastq.gz
plate_9	A2	Ja30/T12057			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	T12057					-80C					0.0	Ja30	T12057	T12057-170130-01	1	combined_new/plate_9_A2.r1.fastq.gz	combined_new/plate_9_A2.r2.fastq.gz
plate_9	F8	Ja30/Y08266			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	Y08266					-80C					0.0	Ja30	Y08266	Y08266-170130-01	1	combined_new/plate_9_F8.r1.fastq.gz	combined_new/plate_9_F8.r2.fastq.gz
plate_10	A8	Ja30/Y08843			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	Y08843					-80C					0.0	Ja30	Y08843	Y08843-170130-01	1	combined_new/plate_10_A8.r1.fastq.gz	combined_new/plate_10_A8.r2.fastq.gz
plate_9	F5	Ja30/Y09733			Gut microflora metagenomics	2017-01-30	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine			No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Sow	female	Y09733					-80C					0.0	Ja30	Y09733	Y09733-170130-01	1	combined_new/plate_9_F5.r1.fastq.gz	combined_new/plate_9_F5.r2.fastq.gz
plate_5	A5	Ja31/14159			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14159					-80C			2A		0.0	Ja31	14159	14159-170131-01	1	combined_new/plate_5_A5.r1.fastq.gz	combined_new/plate_5_A5.r2.fastq.gz
plate_7	A11	Ja31/14160			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14160					-80C			1B		0.0	Ja31	14160	14160-170131-01	1	combined_new/plate_7_A11.r1.fastq.gz	combined_new/plate_7_A11.r2.fastq.gz
plate_8	F4	Ja31/14161			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14161					-80C			1B		0.0	Ja31	14161	14161-170131-01	1	combined_new/plate_8_F4.r1.fastq.gz	combined_new/plate_8_F4.r2.fastq.gz
plate_7	D2	Ja31/14163			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14163					-80C			3B		0.0	Ja31	14163	14163-170131-01	1	combined_new/plate_7_D2.r1.fastq.gz	combined_new/plate_7_D2.r2.fastq.gz
plate_7	F6	Ja31/14169			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14169					-80C			1E		0.0	Ja31	14169	14169-170131-01	1	combined_new/plate_7_F6.r1.fastq.gz	combined_new/plate_7_F6.r2.fastq.gz
plate_5	F4	Ja31/14171			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14171					-80C			4H		0.0	Ja31	14171	14171-170131-01	1	combined_new/plate_5_F4.r1.fastq.gz	combined_new/plate_5_F4.r2.fastq.gz
plate_8	B12	Ja31/14172			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14172					-80C			2B		0.0	Ja31	14172	14172-170131-01	1	combined_new/plate_8_B12.r1.fastq.gz	combined_new/plate_8_B12.r2.fastq.gz
plate_5	F7	Ja31/14174			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14174					-80C			4F		0.0	Ja31	14174	14174-170131-01	1	combined_new/plate_5_F7.r1.fastq.gz	combined_new/plate_5_F7.r2.fastq.gz
plate_8	H9	Ja31/14174			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14174					-80C			4F		0.0	Ja31	14174	14174-170131-02	2	combined_new/plate_8_H9.r1.fastq.gz	combined_new/plate_8_H9.r2.fastq.gz
plate_7	H4	Ja31/14182			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14182					-80C			1D		0.0	Ja31	14182	14182-170131-01	1	combined_new/plate_7_H4.r1.fastq.gz	combined_new/plate_7_H4.r2.fastq.gz
plate_7	F4	Ja31/14183			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14183					-80C			3B		0.0	Ja31	14183	14183-170131-01	1	combined_new/plate_7_F4.r1.fastq.gz	combined_new/plate_7_F4.r2.fastq.gz
plate_5	C10	Ja31/14184			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14184					-80C			1C		0.0	Ja31	14184	14184-170131-01	1	combined_new/plate_5_C10.r1.fastq.gz	combined_new/plate_5_C10.r2.fastq.gz
plate_5	B1	Ja31/14186			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14186					-80C			4I		0.0	Ja31	14186	14186-170131-01	1	combined_new/plate_5_B1.r1.fastq.gz	combined_new/plate_5_B1.r2.fastq.gz
plate_7	G1	Ja31/14187			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14187					-80C			1A		0.0	Ja31	14187	14187-170131-01	1	combined_new/plate_7_G1.r1.fastq.gz	combined_new/plate_7_G1.r2.fastq.gz
plate_7	C10	Ja31/14188			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14188					-80C			3A		0.0	Ja31	14188	14188-170131-01	1	combined_new/plate_7_C10.r1.fastq.gz	combined_new/plate_7_C10.r2.fastq.gz
plate_4	E11	Ja31/14190			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14190					-80C			4B		0.0	Ja31	14190	14190-170131-01	1	combined_new/plate_4_E11.r1.fastq.gz	combined_new/plate_4_E11.r2.fastq.gz
plate_5	H3	Ja31/14190			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14190					-80C			4B		0.0	Ja31	14190	14190-170131-02	2	combined_new/plate_5_H3.r1.fastq.gz	combined_new/plate_5_H3.r2.fastq.gz
plate_8	A6	Ja31/14190			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14190					-80C			4B		0.0	Ja31	14190	14190-170131-03	3	combined_new/plate_8_A6.r1.fastq.gz	combined_new/plate_8_A6.r2.fastq.gz
plate_5	G10	Ja31/14192			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14192					-80C			4C		0.0	Ja31	14192	14192-170131-01	1	combined_new/plate_5_G10.r1.fastq.gz	combined_new/plate_5_G10.r2.fastq.gz
plate_7	C4	Ja31/14192			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14192					-80C			4C		0.0	Ja31	14192	14192-170131-02	2	combined_new/plate_7_C4.r1.fastq.gz	combined_new/plate_7_C4.r2.fastq.gz
plate_7	B5	Ja31/14193			Gut microflora metagenomics	2017-01-31	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	No treatment	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14193					-80C			4E		0.0	Ja31	14193	14193-170131-01	1	combined_new/plate_7_B5.r1.fastq.gz	combined_new/plate_7_B5.r2.fastq.gz
